Петропавловский р-н,3212
Новомосковский р-н,7637
Томаковский р-н,2462
Верхнеднепровский р-н,1688
Солонянский р-н,1139
г.Першотравенск,2140
Криничанский р-н,5181
г.Днепродзержинск,4246
Днепропетровский р-н,2257
Софиевский р-н,1257
Никопольский р-н,8280
Синельниково,5282
г.Никополь,3319
Апостоловский р-н,5413
Межевской р-н,3453
г.Павлоград,7476
Желтые воды,3562
Юрьевский р-н,9679
Царичанский р-н,5713
Пятихатский р-н,4733
Магдалиновский р-н,7435
Павлоградский р-н,7359
Криворожский р-н,2452
Покровский р-н,7486
Петриковский р-н,8197
г.Кривой Рог,8240
Широковский р-н,1869
Синельниковский р-н,8190
г.Днепропетровск,4962
